5;0.500000000000000;62500;11;3.20;((0, 250000), (62500, 125000, 187500));
5;0.750000000000000;62500;0;2.60;((0, 250000), (62500, 125000, 187500));
5;0.625000000000000;62500;11;3.98;((0, 250000), (62500, 125000, 187500));
5;0.687500000000000;62500;11;4.27;((0, 250000), (62500, 125000, 187500));
5;0.718750000000000;62500;11;4.47;((0, 250000), (62500, 125000, 187500));
5;0.734375000000000;62500;11;4.56;((0, 250000), (62500, 125000, 187500));
5;0.742187500000000;62500;1;4.25;((0, 250000), (62500, 125000, 187500));
5;0.738281250000000;62500;7;4.44;((0, 250000), (62500, 125000, 187500));
5;0.740234375000000;62500;4;4.45;((0, 250000), (62500, 125000, 187500));
5;0.739257812500000;62500;5;4.38;((0, 250000), (62500, 125000, 187500));
5;0.738769531250000;62500;9;4.51;((0, 250000), (62500, 125000, 187500));
5;0.739013671875000;62500;4;4.41;((0, 250000), (62500, 125000, 187500));
5;0.738891601562500;62500;7;4.45;((0, 250000), (62500, 125000, 187500));
5;0.738952636718750;62500;9;4.52;((0, 250000), (62500, 125000, 187500));
5;0.738983154296875;62500;7;4.50;((0, 250000), (62500, 125000, 187500));
5;0.738998413085938;62500;9;4.49;((0, 250000), (62500, 125000, 187500));
5;0.739006042480469;62500;8;4.45;((0, 250000), (62500, 125000, 187500));
5;0.739009857177734;62500;10;4.57;((0, 250000), (62500, 125000, 187500));
5;0.739011764526367;62500;6;4.44;((0, 250000), (62500, 125000, 187500));
5;0.739012718200684;62500;7;4.50;((0, 250000), (62500, 125000, 187500));
5;0.500000000000000;125000;11;3.23;((0, 250000), (62500, 125000, 187500));
5;0.750000000000000;125000;0;2.16;((0, 250000), (62500, 125000, 187500));
5;0.625000000000000;125000;0;2.16;((0, 250000), (62500, 125000, 187500));
5;0.562500000000000;125000;11;3.63;((0, 250000), (62500, 125000, 187500));
5;0.593750000000000;125000;11;3.76;((0, 250000), (62500, 125000, 187500));
5;0.609375000000000;125000;11;3.89;((0, 250000), (62500, 125000, 187500));
5;0.617187500000000;125000;0;2.17;((0, 250000), (62500, 125000, 187500));
5;0.613281250000000;125000;11;3.87;((0, 250000), (62500, 125000, 187500));
5;0.615234375000000;125000;7;3.81;((0, 250000), (62500, 125000, 187500));
5;0.616210937500000;125000;2;3.66;((0, 250000), (62500, 125000, 187500));
5;0.615722656250000;125000;7;3.80;((0, 250000), (62500, 125000, 187500));
5;0.615966796875000;125000;6;3.81;((0, 250000), (62500, 125000, 187500));
5;0.616088867187500;125000;6;3.80;((0, 250000), (62500, 125000, 187500));
5;0.616149902343750;125000;3;3.69;((0, 250000), (62500, 125000, 187500));
5;0.616119384765625;125000;6;3.77;((0, 250000), (62500, 125000, 187500));
5;0.616134643554688;125000;7;3.80;((0, 250000), (62500, 125000, 187500));
5;0.616142272949219;125000;3;3.71;((0, 250000), (62500, 125000, 187500));
5;0.616138458251953;125000;4;3.74;((0, 250000), (62500, 125000, 187500));
5;0.616136550903320;125000;5;3.77;((0, 250000), (62500, 125000, 187500));
5;0.616135597229004;125000;6;3.77;((0, 250000), (62500, 125000, 187500));
5;0.500000000000000;187500;11;3.24;((0, 250000), (62500, 125000, 187500));
5;0.750000000000000;187500;0;2.10;((0, 250000), (62500, 125000, 187500));
5;0.625000000000000;187500;0;2.02;((0, 250000), (62500, 125000, 187500));
5;0.562500000000000;187500;11;3.60;((0, 250000), (62500, 125000, 187500));
5;0.593750000000000;187500;11;3.82;((0, 250000), (62500, 125000, 187500));
5;0.609375000000000;187500;0;2.04;((0, 250000), (62500, 125000, 187500));
5;0.601562500000000;187500;11;3.78;((0, 250000), (62500, 125000, 187500));
5;0.605468750000000;187500;11;3.83;((0, 250000), (62500, 125000, 187500));
5;0.607421875000000;187500;4;3.71;((0, 250000), (62500, 125000, 187500));
5;0.606445312500000;187500;9;3.74;((0, 250000), (62500, 125000, 187500));
5;0.606933593750000;187500;6;3.81;((0, 250000), (62500, 125000, 187500));
5;0.607177734375000;187500;5;3.72;((0, 250000), (62500, 125000, 187500));
5;0.607055664062500;187500;5;3.74;((0, 250000), (62500, 125000, 187500));
5;0.606994628906250;187500;5;3.75;((0, 250000), (62500, 125000, 187500));
5;0.606964111328125;187500;5;3.72;((0, 250000), (62500, 125000, 187500));
5;0.606948852539062;187500;9;3.75;((0, 250000), (62500, 125000, 187500));
5;0.606956481933594;187500;9;3.79;((0, 250000), (62500, 125000, 187500));
5;0.606960296630859;187500;10;3.83;((0, 250000), (62500, 125000, 187500));
5;0.606962203979492;187500;5;3.70;((0, 250000), (62500, 125000, 187500));
5;0.606961250305176;187500;7;3.88;((0, 250000), (62500, 125000, 187500));
5;0.500000000000000;31250;11;3.14;((0, 125000), (31250, 62500, 93750));
5;0.750000000000000;31250;11;4.53;((0, 125000), (31250, 62500, 93750));
