7;0.500000000000000;250000;11;16.67;((0, 1000000), (250000, 500000, 750000));
7;0.750000000000000;250000;0;11.74;((0, 1000000), (250000, 500000, 750000));
7;0.625000000000000;250000;11;20.30;((0, 1000000), (250000, 500000, 750000));
7;0.687500000000000;250000;11;22.29;((0, 1000000), (250000, 500000, 750000));
7;0.718750000000000;250000;11;23.39;((0, 1000000), (250000, 500000, 750000));
7;0.734375000000000;250000;11;23.77;((0, 1000000), (250000, 500000, 750000));
7;0.742187500000000;250000;11;23.93;((0, 1000000), (250000, 500000, 750000));
7;0.746093750000000;250000;7;23.52;((0, 1000000), (250000, 500000, 750000));
7;0.748046875000000;250000;0;14.10;((0, 1000000), (250000, 500000, 750000));
7;0.747070312500000;250000;1;22.49;((0, 1000000), (250000, 500000, 750000));
7;0.746582031250000;250000;4;23.44;((0, 1000000), (250000, 500000, 750000));
7;0.746337890625000;250000;6;23.41;((0, 1000000), (250000, 500000, 750000));
7;0.746459960937500;250000;7;23.37;((0, 1000000), (250000, 500000, 750000));
7;0.746520996093750;250000;8;23.63;((0, 1000000), (250000, 500000, 750000));
7;0.746551513671875;250000;5;23.12;((0, 1000000), (250000, 500000, 750000));
7;0.746536254882812;250000;6;23.47;((0, 1000000), (250000, 500000, 750000));
7;0.746543884277344;250000;4;23.48;((0, 1000000), (250000, 500000, 750000));
7;0.746540069580078;250000;5;23.17;((0, 1000000), (250000, 500000, 750000));
7;0.746538162231445;250000;4;23.15;((0, 1000000), (250000, 500000, 750000));
7;0.746537208557129;250000;6;23.28;((0, 1000000), (250000, 500000, 750000));
7;0.500000000000000;500000;11;16.43;((0, 1000000), (250000, 500000, 750000));
7;0.750000000000000;500000;0;11.34;((0, 1000000), (250000, 500000, 750000));
7;0.625000000000000;500000;0;9.86;((0, 1000000), (250000, 500000, 750000));
7;0.562500000000000;500000;11;18.53;((0, 1000000), (250000, 500000, 750000));
7;0.593750000000000;500000;0;9.53;((0, 1000000), (250000, 500000, 750000));
7;0.578125000000000;500000;0;9.57;((0, 1000000), (250000, 500000, 750000));
7;0.570312500000000;500000;0;9.71;((0, 1000000), (250000, 500000, 750000));
7;0.566406250000000;500000;0;9.92;((0, 1000000), (250000, 500000, 750000));
7;0.564453125000000;500000;11;18.54;((0, 1000000), (250000, 500000, 750000));
7;0.565429687500000;500000;1;17.45;((0, 1000000), (250000, 500000, 750000));
7;0.564941406250000;500000;5;17.99;((0, 1000000), (250000, 500000, 750000));
7;0.564697265625000;500000;8;18.16;((0, 1000000), (250000, 500000, 750000));
7;0.564819335937500;500000;7;18.39;((0, 1000000), (250000, 500000, 750000));
7;0.564880371093750;500000;9;18.38;((0, 1000000), (250000, 500000, 750000));
7;0.564910888671875;500000;6;18.06;((0, 1000000), (250000, 500000, 750000));
7;0.564926147460938;500000;4;17.80;((0, 1000000), (250000, 500000, 750000));
7;0.564918518066406;500000;7;18.24;((0, 1000000), (250000, 500000, 750000));
7;0.564922332763672;500000;8;18.18;((0, 1000000), (250000, 500000, 750000));
7;0.564924240112305;500000;6;18.21;((0, 1000000), (250000, 500000, 750000));
7;0.564925193786621;500000;4;17.82;((0, 1000000), (250000, 500000, 750000));
7;0.500000000000000;750000;11;16.41;((0, 1000000), (250000, 500000, 750000));
7;0.750000000000000;750000;0;9.69;((0, 1000000), (250000, 500000, 750000));
7;0.625000000000000;750000;0;8.81;((0, 1000000), (250000, 500000, 750000));
7;0.562500000000000;750000;0;8.63;((0, 1000000), (250000, 500000, 750000));
7;0.531250000000000;750000;11;21.03;((0, 1000000), (250000, 500000, 750000));
7;0.546875000000000;750000;0;8.67;((0, 1000000), (250000, 500000, 750000));
7;0.539062500000000;750000;0;8.88;((0, 1000000), (250000, 500000, 750000));
7;0.535156250000000;750000;8;17.37;((0, 1000000), (250000, 500000, 750000));
7;0.537109375000000;750000;0;8.89;((0, 1000000), (250000, 500000, 750000));
7;0.536132812500000;750000;0;8.98;((0, 1000000), (250000, 500000, 750000));
7;0.535644531250000;750000;5;17.08;((0, 1000000), (250000, 500000, 750000));
7;0.535400390625000;750000;6;17.19;((0, 1000000), (250000, 500000, 750000));
7;0.535522460937500;750000;4;16.94;((0, 1000000), (250000, 500000, 750000));
7;0.535461425781250;750000;6;17.10;((0, 1000000), (250000, 500000, 750000));
7;0.535491943359375;750000;7;17.22;((0, 1000000), (250000, 500000, 750000));
7;0.535507202148438;750000;5;16.97;((0, 1000000), (250000, 500000, 750000));
7;0.535499572753906;750000;4;16.94;((0, 1000000), (250000, 500000, 750000));
7;0.535495758056641;750000;6;17.08;((0, 1000000), (250000, 500000, 750000));
7;0.535497665405273;750000;5;17.24;((0, 1000000), (250000, 500000, 750000));
7;0.535496711730957;750000;5;16.99;((0, 1000000), (250000, 500000, 750000));
7;0.500000000000000;125000;11;16.29;((0, 500000), (125000, 250000, 375000));
7;0.750000000000000;125000;11;23.77;((0, 500000), (125000, 250000, 375000));
7;0.875000000000000;125000;0;11.87;((0, 500000), (125000, 250000, 375000));
7;0.812500000000000;125000;11;25.80;((0, 500000), (125000, 250000, 375000));
7;0.843750000000000;125000;11;26.83;((0, 500000), (125000, 250000, 375000));
7;0.859375000000000;125000;11;27.36;((0, 500000), (125000, 250000, 375000));
7;0.867187500000000;125000;4;26.60;((0, 500000), (125000, 250000, 375000));
7;0.863281250000000;125000;11;27.63;((0, 500000), (125000, 250000, 375000));
7;0.865234375000000;125000;9;27.29;((0, 500000), (125000, 250000, 375000));
7;0.866210937500000;125000;9;27.20;((0, 500000), (125000, 250000, 375000));
7;0.866699218750000;125000;9;27.15;((0, 500000), (125000, 250000, 375000));
7;0.866943359375000;125000;7;27.10;((0, 500000), (125000, 250000, 375000));
7;0.867065429687500;125000;4;26.59;((0, 500000), (125000, 250000, 375000));
7;0.867004394531250;125000;4;26.49;((0, 500000), (125000, 250000, 375000));
7;0.866973876953125;125000;4;26.76;((0, 500000), (125000, 250000, 375000));
7;0.866958618164062;125000;5;26.83;((0, 500000), (125000, 250000, 375000));
7;0.866950988769531;125000;6;27.22;((0, 500000), (125000, 250000, 375000));
7;0.866954803466797;125000;4;26.55;((0, 500000), (125000, 250000, 375000));
7;0.866952896118164;125000;6;26.87;((0, 500000), (125000, 250000, 375000));
7;0.866953849792480;125000;7;26.93;((0, 500000), (125000, 250000, 375000));
7;0.500000000000000;375000;11;16.73;((0, 500000), (125000, 250000, 375000));
7;0.750000000000000;375000;0;13.19;((0, 500000), (125000, 250000, 375000));
7;0.625000000000000;375000;11;20.42;((0, 500000), (125000, 250000, 375000));
7;0.687500000000000;375000;0;10.35;((0, 500000), (125000, 250000, 375000));
7;0.656250000000000;375000;0;10.46;((0, 500000), (125000, 250000, 375000));
7;0.640625000000000;375000;0;10.77;((0, 500000), (125000, 250000, 375000));
7;0.632812500000000;375000;11;20.56;((0, 500000), (125000, 250000, 375000));
7;0.636718750000000;375000;0;11.02;((0, 500000), (125000, 250000, 375000));
7;0.634765625000000;375000;3;19.81;((0, 500000), (125000, 250000, 375000));
7;0.633789062500000;375000;10;20.53;((0, 500000), (125000, 250000, 375000));
7;0.634277343750000;375000;11;20.60;((0, 500000), (125000, 250000, 375000));
7;0.634521484375000;375000;4;19.93;((0, 500000), (125000, 250000, 375000));
7;0.634399414062500;375000;5;19.95;((0, 500000), (125000, 250000, 375000));
7;0.634338378906250;375000;9;20.36;((0, 500000), (125000, 250000, 375000));
7;0.634368896484375;375000;7;20.33;((0, 500000), (125000, 250000, 375000));
7;0.634384155273438;375000;7;20.19;((0, 500000), (125000, 250000, 375000));
7;0.634391784667969;375000;6;20.26;((0, 500000), (125000, 250000, 375000));
7;0.634395599365234;375000;5;19.99;((0, 500000), (125000, 250000, 375000));
7;0.634393692016602;375000;6;20.22;((0, 500000), (125000, 250000, 375000));
7;0.634394645690918;375000;7;20.19;((0, 500000), (125000, 250000, 375000));
